#	Name	ПАРТІЯ/РЕГІОН
412	Шуфрич Нестор Іванович	Політична партія "Опозиційний блок"
413	Шухевич Юрій-Богдан Романович	Радикальна Партія Олега Ляшка
414	Южаніна Ніна Петрівна	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
415	Юзькова Тетяна Леонідівна	Радикальна Партія Олега Ляшка
416	Юрик Тарас Зіновійович	Тернопільська область
417	Юринець Оксана Василівна	Львівська область
418	Юрчишин Петро Васильович	Вінницька область
419	Яніцький Василь Петрович	Рівненська область
420	Яриніч Костянтин Володимирович	Кіровоградська область
421	Ярош Дмитро Анатолійович	Дніпропетровська область
422	Яценко Антон Володимирович	Черкаська область
423	Атрошенко Владислав Анатолійович	Чернігівська область
424	Барна Степан Степанович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
425	Гарбуз Юрій Григорійович	Луганська область
426	Гвоздьов Михайло Олексійович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
427	Гордєєв Андрій Анатолійович	Херсонська область
428	Гриневич Лілія Михайлівна	Політична партія "НАРОДНИЙ ФРОНТ"
429	Гройсман Володимир Борисович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
430	Єремеєв Ігор Миронович	Волинська область
431	Климпуш-Цинцадзе Іванна Орестівна	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
432	Кубів Степан Іванович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
433	Куліч Валерій Петрович	Чернігівська область
434	Кутовий Тарас Вікторович	Полтавська область
435	Луценко Юрій Віталійович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
436	Мартиненко Микола Володимирович	Політична партія "НАРОДНИЙ ФРОНТ"
437	Мірошник Андрій Миколайович	Політична партія "Об'єднання "САМОПОМІЧ"
438	Насалик Ігор Степанович	Івано-Франківська область
439	Насіров Роман Михайлович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
440	Огнєвіч Злата Леонідівна	Радикальна Партія Олега Ляшка
441	Семерак Остап Михайлович	Політична партія "НАРОДНИЙ ФРОНТ"
442	Сторожук Дмитро Анатолійович	Політична партія "НАРОДНИЙ ФРОНТ"
443	Томенко Микола Володимирович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
444	Філатов Борис Альбертович	Дніпропетровська область
445	Фірсов Єгор Павлович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
446	Шлемко Дмитро Васильович	політична партія Всеукраїнське об'єднання "Батьківщина"
447	Бендюженко Федір Володимирович	Політична партія "НАРОДНИЙ ФРОНТ"
448	Буглак Юрій Олександрович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
449	Заружко Валерія Леонідівна	Радикальна Партія Олега Ляшка
450	Бордюг І.Л.	ВРУ
451	Ковальчук Віталій Анатолійович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
452	Павленко Ростислав Миколайович	ПАРТІЯ "БЛОК ПЕТРА ПОРОШЕНКА"
453	Турчинов Олександр Валентинович	Політична партія "НАРОДНИЙ ФРОНТ"
