7.797280154875352309e-09	1.188333844766020775e-03	5.451234028441831470e-05	9.999881982803344727e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.999998807907104492e-01	2.841523023822123406e-11	2.535580079232602202e-10	9.999477863311767578e-01	9.871058464050292969e-01	9.999982118606567383e-01	9.999604225158691406e-01	9.835348464548587799e-03	1.661061475033420720e-07	1.000000000000000000e+00	7.783741457387804985e-04	5.160213575883254578e-11	9.984982013702392578e-01	4.922499670101387892e-07	3.621437144829542376e-06	9.982923865318298340e-01	2.821515636242111214e-06	4.303729781440779334e-07	9.997759461402893066e-01	8.386990055441856384e-03	9.999572038650512695e-01	9.995467066764831543e-01	9.999241828918457031e-01	1.000000000000000000e+00	5.196003627361278632e-08	9.155439329333603382e-05	9.999496936798095703e-01	1.452371361665427685e-05	1.169255665445234627e-05	5.888949203836091328e-07	1.316550424235174432e-07	3.482606189209036529e-06	9.999955892562866211e-01	1.379529276164248586e-04	9.977256655693054199e-01	9.997734427452087402e-01	8.948085904121398926e-01	9.999985694885253906e-01	2.181533091061282903e-05	9.717726707458496094e-01	9.911646246910095215e-01	5.678029992850497365e-07	7.634947542101144791e-05	9.998998641967773438e-01	2.184476579714100808e-05	1.612815303531078825e-08	9.925308823585510254e-01	7.244754840485256864e-08	9.999591112136840820e-01	4.113806789973750710e-05	1.097091517294757068e-04	6.645406829193234444e-04	1.433880301192402840e-03	9.999954700469970703e-01	9.997108578681945801e-01	1.322011084994301200e-04	1.441884914417379537e-12	9.999998807907104492e-01
8.754412306188896764e-07	7.750458763666756568e-08	1.501560262795464951e-07	2.622978536237496883e-05	9.987586736679077148e-01	1.000000000000000000e+00	9.962180256843566895e-01	2.832455658907662155e-10	2.450946112730889581e-06	1.000000000000000000e+00	9.987183809280395508e-01	1.000000000000000000e+00	9.999315738677978516e-01	9.995658993721008301e-01	4.645317730478382146e-08	9.926809668540954590e-01	3.758080791005369292e-10	2.035412471741437912e-04	8.960593938827514648e-01	9.193251021555326474e-11	4.741343669593334198e-03	9.712456464767456055e-01	1.458568749512778595e-05	9.601291850458437693e-08	9.988244175910949707e-01	3.616486501414328814e-04	9.992529749870300293e-01	9.999997615814208984e-01	9.997577071189880371e-01	9.999978542327880859e-01	2.434589682631660423e-11	1.000000000000000000e+00	9.976929426193237305e-01	5.304178216647414956e-07	9.992547631263732910e-01	3.244287616332997004e-10	1.863173022866249084e-02	1.925855758599936962e-03	5.405368749052286148e-03	2.341197541682049632e-04	1.636228859424591064e-01	7.185135473264381289e-05	9.988192915916442871e-01	9.999706745147705078e-01	1.668518123665307940e-08	2.800183574436232448e-05	9.995610117912292480e-01	3.117873959013195417e-08	1.248459564521908760e-03	9.996395111083984375e-01	6.060260071549805616e-10	6.728136554556840565e-07	2.514766528349809960e-08	9.882178902626037598e-01	1.824058126658201218e-03	9.999998807907104492e-01	1.123585243476554751e-04	5.997583798489358742e-07	1.736645572236739099e-05	7.061535870889201760e-05	1.000000000000000000e+00	1.288796338485553861e-04	6.098877056501805782e-04	1.036258996464312077e-03
3.690414596349000931e-04	2.106185625905254710e-08	9.864190220832824707e-01	4.493936955896060681e-08	8.123017549514770508e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.999880790710449219e-01	9.914247989654541016e-01	9.991704225540161133e-01	9.999709129333496094e-01	9.983903169631958008e-01	9.990800619125366211e-01	1.000000000000000000e+00	2.930832505226135254e-01	9.999952316284179688e-01	2.629152731969952583e-04	1.591752038621052634e-06	9.993101358413696289e-01	3.716265268849383574e-07	1.095740945894485563e-11	9.994555115699768066e-01	1.615285582374781370e-04	5.667886160409807417e-10	2.385428226475694302e-12	9.227501228451728821e-03	1.000000000000000000e+00	9.991301894187927246e-01	9.999998807907104492e-01	1.000000000000000000e+00	1.160538377007469535e-04	9.999991655349731445e-01	9.998094439506530762e-01	6.089877047088521067e-07	2.367388773905076960e-08	1.671969512244686484e-04	2.761830728559289128e-06	1.342902805845369585e-06	1.223820290761068463e-04	8.411834642174653709e-06	9.999902248382568359e-01	9.874097704887390137e-01	9.999479055404663086e-01	6.247981673368485644e-06	1.028592305374331772e-05	7.767764600430382416e-07	9.999797344207763672e-01	1.622718445888887001e-14	5.317653609115957636e-11	9.989064931869506836e-01	3.490522212814539671e-04	8.174881077138707042e-05	7.615005159777865629e-08	9.988107681274414062e-01	9.998981952667236328e-01	3.559468666480825050e-07	9.507499635219573975e-04	5.332439059202442877e-07	9.996801614761352539e-01	9.999854564666748047e-01	9.999943971633911133e-01	1.598997272367341793e-07	1.823021921154577285e-05	9.892219305038452148e-01
5.379533618565801589e-08	4.582352726434368861e-12	1.171727329492568970e-01	9.962481856346130371e-01	5.932767875492572784e-03	1.000000000000000000e+00	1.000000000000000000e+00	9.999984502792358398e-01	3.341285337228327990e-04	9.999005794525146484e-01	1.000000000000000000e+00	9.993314743041992188e-01	9.999258518218994141e-01	9.991726279258728027e-01	4.654044077206931362e-12	9.996623992919921875e-01	2.624300332598750174e-09	6.207869218677330991e-10	1.000000000000000000e+00	7.351029780693352222e-04	2.218966815847878138e-10	9.999818801879882812e-01	2.444735169410705566e-01	9.947777986526489258e-01	3.573958551328360045e-08	3.482010215520858765e-04	9.999170303344726562e-01	9.672292470932006836e-01	9.988642930984497070e-01	9.992608428001403809e-01	1.016366574235760822e-10	9.999796152114868164e-01	9.999996423721313477e-01	7.745430775685235858e-05	2.939018126091319516e-11	4.027052316814661026e-03	3.244537538193981163e-06	9.947113355224246334e-09	7.291886024177074432e-03	9.960752129554748535e-01	9.999887943267822266e-01	1.825607760110870004e-04	9.999928474426269531e-01	6.746175146288280189e-11	5.924268298151957879e-10	3.600362716293936671e-11	9.999643564224243164e-01	3.334645271024783142e-08	2.120178477227341318e-09	1.000000000000000000e+00	6.537309288978576660e-02	1.861801429186016321e-04	7.328726496780291200e-05	2.037302692770026624e-06	9.999986886978149414e-01	2.004824041154651404e-12	3.121334024580590949e-10	2.649749148986302316e-05	4.224200722546811448e-07	9.999498128890991211e-01	5.946905048404005356e-07	1.179555226826778380e-07	3.245357424020767212e-03	9.999997615814208984e-01
1.833903661463409662e-04	4.342960528447292745e-05	1.260270830243825912e-03	1.000000000000000000e+00	9.997182488441467285e-01	9.999994039535522461e-01	9.999502897262573242e-01	1.552038320085102896e-08	2.363915140024541728e-11	1.524422666989266872e-03	9.999716281890869141e-01	1.000000000000000000e+00	9.721917510032653809e-01	1.000000000000000000e+00	7.778834515193011612e-06	9.997883439064025879e-01	3.741813259239279432e-08	1.316625392064452171e-03	9.999638795852661133e-01	1.879653543923609504e-09	1.288562423537760460e-14	9.998493194580078125e-01	2.299183066156729183e-11	5.053515778854489326e-04	2.992882764374371618e-05	4.079651553183794022e-04	9.997534155845642090e-01	3.742171218618750572e-03	1.000000000000000000e+00	9.986661672592163086e-01	1.110658899960981216e-06	9.996739625930786133e-01	3.531107911840081215e-03	7.993692179297795519e-07	6.277989014051854610e-04	1.045576823344163131e-06	1.666384559939615428e-05	5.687177804247767199e-07	1.018000239128014073e-05	6.104174535721540451e-04	1.000000000000000000e+00	1.316220465952255836e-09	9.983528852462768555e-01	9.996448755264282227e-01	3.361901035532355309e-04	9.986979961395263672e-01	9.984940290451049805e-01	2.550937351770699024e-04	1.055392131092958152e-04	9.999840259552001953e-01	6.788816972402855754e-05	9.984833598136901855e-01	1.390580320730805397e-03	5.047125455348577816e-07	9.990084767341613770e-01	1.685453578829765320e-02	6.666897206741850823e-06	3.170248237438499928e-04	9.857423305511474609e-01	1.050893047249701340e-06	1.000000000000000000e+00	4.961784156876092311e-07	1.966725022839455050e-07	9.957373142242431641e-01
1.036256162478821352e-05	2.365112266033975175e-07	4.528358476818539202e-05	1.206775894388556480e-03	9.999531507492065430e-01	9.996038079261779785e-01	9.999883174896240234e-01	9.998140931129455566e-01	9.997443556785583496e-01	9.991760849952697754e-01	9.996842145919799805e-01	1.000000000000000000e+00	9.998914003372192383e-01	9.989277720451354980e-01	8.474171409034170210e-06	4.345234036445617676e-01	1.326979545410722494e-04	5.195052565909463738e-08	9.999922513961791992e-01	8.661380945795826847e-08	1.540650806930443650e-08	9.998012185096740723e-01	4.258012995705939829e-05	3.978440840657349042e-11	7.787829498919298689e-16	4.719533208685788850e-08	1.000000000000000000e+00	1.000000000000000000e+00	9.976276755332946777e-01	9.993084669113159180e-01	9.896318912506103516e-01	9.998654127120971680e-01	4.523488169070333242e-04	9.555295719110290520e-07	1.025564870360540226e-06	8.894338066056661773e-08	4.325686120409955038e-07	2.134444366674870253e-05	4.301660538885698770e-08	4.584173148032277822e-04	9.999923706054687500e-01	1.332306055701337755e-05	9.998837709426879883e-01	7.863536666263826191e-08	1.861239070422016084e-06	4.783018425769114401e-10	1.000000000000000000e+00	3.106780804840170163e-11	2.641978703952357899e-13	9.999055862426757812e-01	6.625043624808313325e-09	1.668217737460508943e-05	1.745213812682777643e-04	1.905602402985095978e-02	9.999998807907104492e-01	2.103392091612477088e-07	3.538183079854206881e-10	9.221257357694412349e-08	6.706885760650038719e-04	9.999998807907104492e-01	9.999796152114868164e-01	1.037355444599707965e-11	1.029503345489501953e-02	8.544763326644897461e-01
1.401331761741175796e-08	3.080932947341352701e-04	1.829292727961728815e-06	9.854979515075683594e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.991819262504577637e-01	5.824321365097921005e-16	4.731204796826204984e-07	9.999767541885375977e-01	9.999998807907104492e-01	9.989519119262695312e-01	9.998532533645629883e-01	9.999998807907104492e-01	6.669053618679754436e-06	8.979995250701904297e-01	1.887796052812973358e-08	1.062116098182741553e-06	9.999117851257324219e-01	2.908876631408929825e-04	5.286178161867383096e-09	9.999997615814208984e-01	4.813298291992396116e-04	1.839797943830490112e-03	1.328074176853988320e-06	9.248477681467193179e-07	1.000000000000000000e+00	7.948587881401181221e-04	9.995257854461669922e-01	9.999997615814208984e-01	1.981914647330995649e-05	9.823276996612548828e-01	1.030913117574527860e-04	7.910754717954660009e-09	9.986050724983215332e-01	1.628718018764629960e-05	1.459210494658691459e-07	3.631596628110855818e-04	9.991164803504943848e-01	3.883400559425354004e-02	9.999949932098388672e-01	9.913410544395446777e-01	9.980779886245727539e-01	4.958230629563331604e-02	2.196888206526637077e-03	7.874139584600925446e-03	9.999876022338867188e-01	7.317351169433550240e-10	9.976576566696166992e-01	9.992483258247375488e-01	1.573248056274678675e-07	1.526258529338520020e-06	2.745818495750427246e-01	1.936864666640758514e-02	9.999271631240844727e-01	9.741566181182861328e-01	7.778676263114903122e-07	5.879446235423912981e-13	2.656845899764448404e-04	9.998790025711059570e-01	1.000000000000000000e+00	2.331870049238204956e-02	4.816497494175564498e-06	6.595605518668889999e-03
4.055679710290860385e-06	5.268635732136317529e-07	9.991740584373474121e-01	1.896905596368014812e-03	9.984097480773925781e-01	9.999122619628906250e-01	1.000000000000000000e+00	9.999716281890869141e-01	4.190290928818285465e-05	1.000000000000000000e+00	9.999988079071044922e-01	1.858682488091289997e-03	9.999996423721313477e-01	9.979395270347595215e-01	6.448825047300488222e-07	1.000000000000000000e+00	2.423288236741427681e-09	2.238641716445499696e-09	9.999998807907104492e-01	3.111943602561950684e-03	1.694334628155047540e-08	3.794212825596332550e-04	3.933322659577243030e-06	1.585724203323479742e-05	5.644847988151013851e-06	9.992904663085937500e-01	1.121966051869094372e-03	9.999637603759765625e-01	9.999997615814208984e-01	1.000000000000000000e+00	7.779558654874563217e-04	3.767202841117978096e-03	1.000000000000000000e+00	1.081040945649647256e-08	4.046375387534162371e-11	1.452895276088383980e-06	6.399049112815191620e-08	2.164742618333548307e-04	9.836355447769165039e-01	7.358922157436609268e-04	9.999995231628417969e-01	9.993597865104675293e-01	9.999254941940307617e-01	1.169587718322873116e-03	1.198191093862988055e-04	8.494438219486255548e-08	9.442867040634155273e-01	7.360922982257989133e-11	1.017970516908883738e-11	1.000000000000000000e+00	7.895570248365402222e-02	1.663881903368746862e-06	1.883360410985177036e-13	9.988281130790710449e-01	9.628968238830566406e-01	3.795969316655600778e-09	2.346663662000647577e-12	2.916235243901610374e-04	7.619551922743994510e-08	1.000000000000000000e+00	1.176733555041664658e-08	6.491108215413987637e-04	2.253300044685602188e-05	1.000000000000000000e+00
7.705763138687871106e-09	1.938414789037778974e-04	2.137490011377973786e-11	3.831381909549236298e-04	9.999996423721313477e-01	9.999989271163940430e-01	9.952166080474853516e-01	1.215568090628948994e-07	6.679564830847084522e-04	1.000000000000000000e+00	9.985040426254272461e-01	1.000000000000000000e+00	9.990092515945434570e-01	7.930785068310797215e-04	3.978270106017589569e-03	9.984446167945861816e-01	4.807397999684326351e-05	1.852669447544030845e-05	1.000000000000000000e+00	4.917889651068207968e-09	4.455243179108947515e-04	3.388349711894989014e-02	1.050581261515617371e-01	2.275043016197741963e-06	1.464368659071624279e-03	9.068842565795875998e-09	9.976122379302978516e-01	7.276600692421197891e-03	9.996091723442077637e-01	1.000000000000000000e+00	2.653363040394651762e-08	8.792397975921630859e-01	9.999155998229980469e-01	5.479817900777561590e-06	8.461829856969416142e-04	1.452304410065607954e-08	2.359263271500822157e-05	9.983367919921875000e-01	1.436488946637837216e-05	2.901247908582149648e-09	8.384498069062829018e-04	8.674400642227908520e-10	9.987996891140937805e-04	4.969927249476313591e-04	4.865671799052506685e-04	2.118570364473271184e-06	9.294065833091735840e-01	2.056947501216654928e-09	1.457270627724938095e-06	1.307187485508620739e-03	1.652496166570927016e-07	1.222603600581351202e-06	1.260293938685208559e-04	5.589031388808507472e-06	9.999668598175048828e-01	6.074220314621925354e-02	3.330339910462498665e-03	4.804219901561737061e-01	5.163322498447087128e-07	2.252997010946273804e-01	9.998773336410522461e-01	6.329877123789628968e-06	5.129970668349415064e-05	1.157303813670296222e-06
1.965964765986427665e-04	1.156041307126542961e-07	2.965023959689006006e-08	1.000000000000000000e+00	9.997619986534118652e-01	9.999734163284301758e-01	9.999480247497558594e-01	1.852121372936110788e-10	3.268518344867743508e-09	9.993734955787658691e-01	3.773356787860393524e-03	9.999769926071166992e-01	9.909003973007202148e-01	7.699680328369140625e-01	3.625445117449999088e-07	1.000000000000000000e+00	1.480013997934293002e-05	1.740141186701293918e-08	9.999998807907104492e-01	4.094729956705123186e-05	2.627504727570340037e-05	9.999923706054687500e-01	2.020301437255511701e-08	1.010901473641467874e-09	1.728513865373315639e-08	1.733833960315678269e-05	6.616703467443585396e-04	1.000000000000000000e+00	9.990429282188415527e-01	9.999910593032836914e-01	2.349380912036735936e-09	1.266555394977331161e-03	8.266627446573693305e-06	9.966308474540710449e-01	9.999620914459228516e-01	1.591328182257711887e-03	1.810197863960638642e-04	1.997363688133191317e-05	5.382305826060473919e-04	2.968726585095282644e-05	9.954856038093566895e-01	2.678286703527987811e-09	9.998707771301269531e-01	9.999792575836181641e-01	1.742022959660971537e-06	4.209424909334957832e-12	9.999321699142456055e-01	2.804071755235781893e-06	4.268126296835816902e-09	9.988242983818054199e-01	6.617697181354742497e-06	7.849874906241893768e-03	9.994961023330688477e-01	6.550432196661404305e-09	9.971586465835571289e-01	1.040847855620086193e-03	9.958630800247192383e-01	9.960518479347229004e-01	9.607452966520213522e-07	8.230043704315903597e-07	9.999995231628417969e-01	2.548123802625923418e-06	7.959186199002488138e-09	9.999996423721313477e-01
